ra,dec,u,g,r,i,z,redshift,class
160.119405,-0.61813005,19.29416,17.971339999999998,17.26079,16.860129999999998,16.56031,0.08692535,GALAXY
160.2275468,-0.433199867,19.48611,17.93822,17.21548,16.828529999999997,16.53911,0.1335348,GALAXY
160.2486687,-0.5799923610000001,19.31804,17.30973,16.17525,15.69015,15.312610000000001,0.1370104,GALAXY
160.3831151,-0.459235231,19.29157,17.3125,16.178620000000002,15.708979999999999,15.31378,0.13737220000000003,GALAXY
160.4339517,-0.608481498,19.38467,18.59734,18.12431,17.74761,17.63823,0.1321922,GALAXY
160.44364240000002,-0.6005497120000001,18.271729999999998,17.0717,16.65145,16.39055,16.27766,0.03641907,GALAXY
160.4534919,-0.6170384170000001,19.10892,17.76311,16.917939999999998,16.47233,16.19134,0.13835060000000002,GALAXY
160.6582067,-0.439603952,17.78707,16.12342,15.489339999999999,15.2674,15.140270000000001,0.000149526,STAR
160.6754542,-0.559791088,17.54073,15.837060000000001,15.15225,14.914979999999998,14.82364,0.000236645,STAR
160.7170039,-0.609533502,18.44119,17.54684,17.27727,17.1878,17.20361,-0.00011420299999999999,STAR
160.7303546,-0.521740212,19.13281,17.80045,17.2643,17.07242,16.98861,0.000186468,STAR
160.81210769999998,-0.520466085,19.42387,18.24594,18.319329999999997,18.40867,18.526139999999998,0.000830783,STAR
160.81663740000002,-0.557673714,17.95812,16.9013,16.52805,16.39926,16.37399,-7.659999999999999e-05,STAR
160.8202892,-0.52224098,16.344,14.854870000000002,14.29812,14.12055,14.08315,-4.79e-05,STAR
160.7014882,-0.445422709,19.34314,18.12056,17.55584,17.19446,16.9961,0.08592108,GALAXY
160.8486802,-0.627079872,17.73398,16.84657,16.57527,16.48237,16.4738,0.000700168,STAR
160.93823999999998,-0.42324661799999996,17.37104,15.784870000000002,14.989820000000002,14.586739999999999,14.25872,0.03910941,GALAXY
160.936366,-0.42133441299999996,19.51073,18.058510000000002,17.59638,17.33996,17.29404,0.03917867,GALAXY
160.8619387,-0.42273498600000003,19.44424,18.23033,17.64066,17.2346,17.04825,0.1273446,GALAXY
160.87883200000002,-0.584109529,19.11186,17.90859,17.40774,17.19731,17.05761,0.0190457,GALAXY
160.99134530000003,-0.507477148,18.6673,16.70426,15.81967,15.403129999999999,15.06115,0.05955937,GALAXY
160.9953137,-0.478531394,19.045170000000002,17.876620000000003,17.49664,17.372870000000002,17.33316,6.1e-05,STAR
160.9977374,-0.468998759,17.944589999999998,16.51015,15.8354,15.40969,15.102520000000002,0.06012432,GALAXY
161.0084679,-0.57896477,17.3725,16.25937,15.887270000000001,15.75644,15.71021,-0.000187248,STAR
161.0623439,-0.494714915,16.453789999999998,15.029620000000001,14.56318,14.40143,14.359000000000002,-4.96e-05,STAR
161.09002990000002,-0.612438382,19.269270000000002,18.24939,17.96535,17.83665,17.80351,0.000899142,STAR
161.094801,-0.452049786,17.8271,16.23793,15.67866,15.494270000000002,15.41664,-7.840000000000001e-05,STAR
161.115243,-0.575633407,17.88776,16.52607,16.03367,15.850570000000001,15.805179999999998,0.000107983,STAR
160.9911005,-0.561372535,19.58396,17.64963,16.730629999999998,16.29203,15.947020000000002,0.06164807,GALAXY
160.9981591,-0.588311672,18.1781,16.135679999999997,15.287529999999999,14.898270000000002,14.564789999999999,0.06063098,GALAXY
160.99676499999998,-0.5882448920000001,18.38625,16.39808,15.40492,14.880120000000002,14.50048,0.06067357,GALAXY
161.0643247,-0.484587014,18.77188,17.15955,16.35564,15.94145,15.65799,0.0603932,GALAXY
161.13352880000002,-0.569857253,16.63374,15.54072,15.187439999999999,15.06259,15.03905,0.00045009900000000003,STAR
161.18058440000001,-0.456397413,17.14849,15.83151,15.357529999999999,15.188870000000001,15.12737,0.000161562,STAR
161.2107488,-0.43337388600000004,16.23113,15.20485,14.954429999999999,14.8674,14.863010000000001,-0.00011174299999999999,STAR
161.2265355,-0.470463619,18.56268,17.14623,16.5559,16.29699,16.157,0.0006572489999999999,STAR
161.255471,-0.531927477,17.47383,16.418029999999998,16.07634,15.96205,15.902470000000001,-0.000287019,STAR
161.1426397,-0.43457405299999996,19.38031,18.076520000000002,17.34212,16.863410000000002,16.50079,0.08483262,GALAXY
161.1642017,-0.434453905,19.056160000000002,17.70945,16.99192,16.540760000000002,16.266189999999998,0.08539017,GALAXY
161.17368169999997,-0.503545461,18.95158,17.47266,16.70008,16.29777,15.990120000000001,0.11612650000000001,GALAXY
161.0737895,-0.89274034,19.11236,17.92701,17.423470000000002,17.0868,16.83476,0.03869415,GALAXY
161.02447180000001,-0.962380281,18.867520000000003,17.33773,16.806829999999998,16.55789,16.389960000000002,0.02655639,GALAXY
161.1941229,-1.023623943,18.95785,18.08318,17.781779999999998,17.65689,17.61821,0.00088935,STAR
161.238814,-0.840751357,17.80041,16.46003,15.90095,15.669629999999998,15.537720000000002,0.00038642300000000005,STAR
161.2480303,-0.9581667890000001,18.76266,17.25724,16.685129999999997,16.47563,16.38993,0.00018398,STAR
161.2734198,-0.9966689009999999,16.82701,15.300220000000001,14.730889999999999,14.5436,14.44859,3.98e-05,STAR
161.3031007,-0.9642762859999999,19.01558,17.72445,17.181520000000003,16.97813,16.85652,0.00036555400000000003,STAR
161.3076233,-0.9225295029999999,18.6769,17.78154,17.52458,17.422320000000003,17.38025,0.000182587,STAR
161.3506918,-0.8931193940000001,18.12173,16.849510000000002,16.38322,16.202720000000003,16.10719,0.00023867,STAR
161.4256487,-0.991083327,18.82957,17.93844,17.56125,17.39783,17.33559,0.000356511,STAR
161.4407033,-0.9745331290000001,17.56939,16.61339,16.2723,16.13031,16.0821,0.000332482,STAR
161.4871696,-0.879257492,19.56237,17.59451,16.7141,16.29138,15.95551,0.08621725,GALAXY
161.5643091,-1.017804433,19.56588,18.63518,18.09855,17.7029,17.48965,0.06744873,GALAXY
161.5783055,-0.8560356020000001,18.45709,17.05875,16.56312,16.359720000000003,16.285339999999998,0.000291299,STAR
161.68037890000002,-0.8758434420000001,18.0872,16.64009,16.176270000000002,15.986260000000001,15.924370000000001,6.27e-05,STAR
161.69335269999996,-0.923690302,18.20489,17.12961,16.79656,16.62952,16.57625,0.000995929,STAR
161.6351321,-0.855769711,19.39882,18.3913,17.856070000000003,17.46761,17.32818,0.150701,GALAXY
161.73792450000002,-1.015841899,17.46669,16.360039999999998,15.878070000000001,15.656789999999999,15.56303,0.000695604,STAR
161.7416796,-0.9871104540000001,17.66388,18.01819,18.96769,18.32366,16.18336,5.17e-05,STAR
161.7416467,-0.8460293659999999,17.70241,17.84848,18.157989999999998,18.389870000000002,18.71965,5.7799999999999995e-05,STAR
161.74089130000002,-0.97987371,18.53678,17.96047,17.373,17.21301,17.182470000000002,0.03981317,GALAXY
161.81125669999997,-1.020950417,19.288439999999998,17.89368,17.29176,17.058970000000002,16.92672,-0.000138961,STAR
161.8815501,-0.919919301,17.5803,15.91818,15.3324,15.128879999999999,15.04031,7.929999999999999e-05,STAR
161.9354758,-0.950524205,17.58302,16.1223,15.614289999999999,15.4367,15.373429999999999,9.740000000000001e-05,STAR
161.8843346,-0.944497872,18.97204,17.9849,17.666179999999997,17.43481,17.323520000000002,0.05151358,GALAXY
162.047298,-0.840633793,17.07819,15.49603,14.84319,14.54306,14.38931,0.000543499,STAR
162.0813465,-0.941748913,19.43337,18.54425,18.21197,18.07626,17.99902,0.000586336,STAR
162.09858400000002,-0.914676301,18.30903,17.08338,16.65224,16.48205,16.39475,0.00011784700000000001,STAR
162.1613267,-1.0417059659999999,16.67229,15.52946,15.16349,15.04075,15.002770000000002,5.17e-05,STAR
162.17763100000002,-1.007117476,18.04392,16.98619,16.67233,16.54937,16.49476,0.000264481,STAR
162.19974,-1.01466107,18.85257,17.86745,17.55789,17.43459,17.383570000000002,-5.870000000000001e-07,STAR
162.2248113,-0.987748767,16.86535,15.811679999999999,15.47238,15.32898,15.273670000000001,0.000274919,STAR
162.2465655,-0.918542011,17.71105,16.34725,15.830029999999999,15.602089999999999,15.47698,-0.00045622,STAR
162.2042136,-0.9873624870000001,17.80165,16.61996,16.1181,15.85237,15.641570000000002,0.02614697,GALAXY
162.289475,-0.908548805,18.66761,16.83642,15.953520000000001,15.514729999999998,15.16474,0.03804233,GALAXY
162.3337182,-1.001236825,18.45831,17.09308,16.551460000000002,16.36101,16.27274,0.00038865,STAR
162.3451997,-0.846905435,19.45426,17.49314,16.74405,16.50129,16.340020000000003,0.000164115,STAR
162.41005249999998,-0.974669972,17.57672,16.30313,15.82177,15.6353,15.5685,0.000326733,STAR
162.4063775,-0.907118295,18.41814,17.17549,16.63656,16.31784,16.1021,0.03836371,GALAXY
162.49242869999998,-1.0375116690000001,19.16261,17.45277,16.81324,16.561239999999998,16.44654,7.82e-05,STAR
162.588828,-0.87201293,17.37496,16.065520000000003,15.63478,15.48339,15.423210000000001,5.2600000000000005e-05,STAR
162.5862969,-0.873837222,18.81535,16.69037,15.708829999999999,15.31833,14.85697,0.1074627,GALAXY
162.5985101,-0.990873937,18.02848,16.65369,16.06824,15.827210000000001,15.70943,-3.76e-05,STAR
162.61102380000003,-0.890844709,17.33813,15.96866,15.496720000000002,15.332820000000002,15.27834,-4.71e-05,STAR
162.5471497,-1.002056509,19.48367,18.1998,17.555220000000002,17.15322,16.937520000000003,0.1045614,GALAXY
162.6673956,-0.900916547,16.52364,15.40187,15.08259,14.97577,14.950879999999998,0.000263051,STAR
218.7291721,0.45811204899999997,16.97457,15.7859,15.32505,15.160910000000001,15.088770000000002,-5.7e-06,STAR
218.8321711,0.47572999,16.75927,15.620120000000002,15.040999999999999,14.71669,14.44965,0.02956719,GALAXY
219.083277,0.576226173,18.70255,17.71797,17.34371,17.17482,17.1185,2.47e-05,STAR
219.1969133,0.627944731,19.54733,18.17471,17.46927,17.09822,16.84518,0.1097059,GALAXY
219.13765719999998,0.43289903700000004,19.20287,16.59277,15.706579999999999,15.251029999999998,14.89744,0.07221484,GALAXY
219.25040090000002,0.5647541110000001,19.07784,18.06951,17.70663,17.49811,17.31405,0.03472417,GALAXY
219.56176630000002,0.547663882,19.06822,17.80601,17.33803,17.16516,17.09147,-2.6600000000000003e-05,STAR
219.58224700000002,0.595887057,17.89559,16.71264,16.2921,16.1399,16.07841,7.049999999999999e-05,STAR
219.5886352,0.510878933,19.14528,18.19967,17.89295,17.78337,17.73488,-0.000276482,STAR
219.66116639999998,0.5692983229999999,19.47595,18.6116,18.52926,18.76056,18.28581,-0.000385041,STAR
219.7797727,0.508632556,17.274379999999997,16.148789999999998,15.720189999999999,15.48375,15.350729999999999,0.03325611,GALAXY
219.93872459999997,0.531203465,18.9146,17.67455,16.96098,16.574820000000003,16.290570000000002,0.11651500000000001,GALAXY
220.12241119999996,0.5840894320000001,16.93221,15.56652,14.920860000000001,14.58185,14.3252,0.03717615,GALAXY
220.1776293,0.606597158,18.73475,17.79811,17.46425,17.345660000000002,17.29465,0.000255278,STAR
220.1815105,0.46474360299999995,19.5796,17.68983,16.74287,16.33313,16.0111,0.1092154,GALAXY
220.24756910000002,0.561580939,19.33625,17.34765,16.35417,15.91167,15.58279,0.1087394,GALAXY
220.59926910000001,0.61894204,18.371589999999998,16.28451,15.445920000000001,15.16673,15.012270000000001,-7.049999999999999e-05,STAR
220.6831889,0.5983847179999999,19.28787,17.52747,16.759079999999997,16.419610000000002,16.23461,-4.11e-06,STAR
220.6841228,0.454116001,18.44022,18.02603,17.97474,18.0135,18.121170000000003,-5.16e-05,STAR
220.7117312,0.461338753,19.26163,17.71671,17.12826,16.895129999999998,16.79474,-0.000233312,STAR
220.72433059999997,0.502230386,18.72794,17.20167,16.65129,16.436970000000002,16.32,-0.000133688,STAR
220.7765893,0.561814348,19.24336,17.86197,17.30386,17.06635,16.94732,-0.000180286,STAR
220.80541430000002,0.589285246,19.57003,17.3458,16.40484,16.056929999999998,15.8713,-0.00015097,STAR
220.81020389999998,0.6321244220000001,19.49442,17.999579999999998,17.41921,17.21484,17.10793,-0.00013486799999999998,STAR
220.91952569999998,0.513809061,19.03802,17.42171,16.71644,16.41698,16.237460000000002,7.8e-05,STAR
221.01271409999998,0.463478571,18.75202,17.90223,17.58861,17.45896,17.41188,-0.00052212,STAR
221.01133760000002,0.538007926,19.43955,18.52889,18.24026,18.134120000000003,18.056729999999998,-0.000247798,STAR
221.0417383,0.564546475,18.7746,17.64604,17.228920000000002,17.07624,17.01672,4.98e-05,STAR
221.0641256,0.587618415,17.987920000000003,16.4793,15.89139,15.689639999999999,15.578970000000002,-9.23e-05,STAR
221.1327369,0.43697365200000005,18.21947,16.941760000000002,16.4855,16.348679999999998,16.28067,9.98e-05,STAR
221.15285640000002,0.45143812200000005,18.72254,17.38212,16.82234,16.65747,16.55055,-1e-05,STAR
221.16328019999997,0.48395845200000004,17.884420000000002,16.96119,16.642870000000002,16.53269,16.48384,3.19e-05,STAR
221.2272293,0.451146308,18.605439999999998,17.67091,17.419829999999997,17.32616,17.2992,-0.0005040859999999999,STAR
221.25725809999997,0.47642618299999995,17.59142,16.66143,16.42614,16.34742,16.323629999999998,-0.0007436439999999999,STAR
221.2637264,0.526978719,17.00244,15.55892,14.93361,14.58515,14.328710000000001,0.02873155,GALAXY
221.2678582,0.436562846,19.51547,18.58734,18.33786,18.235229999999998,18.24343,0.00025548599999999997,STAR
221.27773760000002,0.49473218,19.25605,18.11174,17.348679999999998,16.93481,16.685579999999998,0.10980839999999999,GALAXY
221.36499320000001,0.45401469200000005,17.52671,16.10266,15.5727,15.35048,15.24569,0.000836224,STAR
221.4417135,0.581083659,18.04508,16.81564,16.39389,16.24002,16.18995,0.000249663,STAR
221.4984006,0.597512281,17.43719,16.50009,16.13932,16.01473,15.95873,0.000166582,STAR
221.53385319999995,0.623223399,16.26559,15.31763,15.035260000000001,14.923720000000001,14.86764,0.000397916,STAR
221.56254049999998,0.580158773,17.14242,15.63551,15.02396,14.789979999999998,14.650139999999999,-0.000196452,STAR
221.59577439999998,0.528211211,18.18575,16.917289999999998,16.98115,17.01807,17.02806,-0.000381969,STAR
221.5958569,0.480183884,19.23104,18.20884,17.89136,17.78259,17.757360000000002,0.000249086,STAR
221.5173497,0.5016905429999999,19.33756,17.0609,16.05876,15.676620000000002,15.44594,2.57e-05,STAR
221.68580260000002,0.541573251,18.76614,17.47334,16.932879999999997,16.72206,16.60205,-9.470000000000001e-05,STAR
221.69306630000003,0.430141182,18.2921,17.171860000000002,17.38653,17.5653,17.6834,-0.000177157,STAR
221.70613140000003,0.5286858329999999,19.37555,18.27386,17.7944,17.603289999999998,17.504170000000002,-0.00021165799999999999,STAR
121.8207518,0.93199037,19.37035,17.34262,16.35286,15.924000000000001,15.58903,0.1019929,GALAXY
122.08789990000001,0.843146891,19.05249,17.037770000000002,16.07633,15.631479999999998,15.31245,0.10153279999999999,GALAXY
122.8639945,0.8961508220000001,18.206310000000002,16.89692,16.46658,16.315739999999998,16.28902,0.00048813,STAR
122.9819452,0.96385693,17.63113,16.559260000000002,16.24861,16.14775,16.13221,0.000132041,STAR
122.988638,0.973742938,15.99172,14.98865,14.700029999999998,14.649189999999999,14.506260000000001,9.27e-05,STAR
122.93563540000001,0.899085529,19.37706,18.440929999999998,18.245279999999998,18.194689999999998,18.176679999999998,0.000452989,STAR
123.03938570000001,0.9300704470000001,16.738770000000002,15.68268,15.436539999999999,15.385720000000001,15.402079999999998,0.000128369,STAR
123.0202645,0.9118745559999999,16.37119,15.28426,15.05225,14.98734,15.0114,5.720000000000001e-05,STAR
123.01653540000001,0.8481453590000001,19.524810000000002,18.21796,17.68045,17.46177,17.37293,1.7199999999999998e-05,STAR
123.20250049999999,0.9051299309999999,18.6522,17.52927,17.53732,17.58253,17.67018,-0.00024225400000000002,STAR
123.2678952,0.960993455,16.632929999999998,15.275089999999999,14.61367,14.508410000000001,14.272920000000001,-5.539999999999999e-05,STAR
123.3488072,0.922523639,16.14538,15.07947,14.841439999999999,14.772820000000001,14.786810000000001,0.000239212,STAR
123.4261304,0.8818838459999999,17.84565,16.82412,16.49827,16.387420000000002,16.35545,0.000146998,STAR
123.58796029999999,0.919738666,17.754839999999998,16.59773,16.53687,16.56253,16.611539999999998,-7.06e-06,STAR
123.54526770000001,0.9313921140000001,19.3623,18.1918,17.819770000000002,17.69313,17.61249,0.000235469,STAR
123.61277709999999,0.948787095,18.97095,17.07911,16.137539999999998,15.65789,15.345479999999998,0.06836422,GALAXY
123.6735605,0.861348537,16.48326,15.044939999999999,15.04021,14.295179999999998,14.18345,0.000224322,STAR
123.7430415,1.0063986329999999,18.98689,17.097579999999997,16.18773,15.7323,15.461689999999999,0.09046602,GALAXY
110.0700392,1.2187346909999999,19.425910000000002,18.424429999999997,18.00135,17.790789999999998,17.70945,0.000104138,STAR
110.2464537,1.364871806,18.58476,17.2945,16.422060000000002,16.27426,15.89856,0.00039113900000000004,STAR
110.2753731,1.4070696809999999,19.44881,17.06147,16.09691,15.757539999999999,15.581529999999999,0.000127138,STAR
110.27303049999999,1.4248066190000002,19.585539999999998,17.76914,16.91808,16.554389999999998,16.34465,9.15e-05,STAR
110.4555313,1.254180245,19.58684,17.73149,16.96642,16.67645,16.4914,0.00034609,STAR
110.4698503,1.228434849,19.425710000000002,17.78678,17.11364,16.85967,16.678539999999998,0.000182417,STAR
110.73069960000001,1.289661343,18.36269,16.790129999999998,16.162860000000002,15.91035,15.780320000000001,0.000170339,STAR
119.82210259999998,1.324423012,19.11461,17.111079999999998,16.35578,16.07985,15.947470000000001,0.000258839,STAR
119.9972972,1.2956188690000001,19.25602,17.7522,17.28004,17.11725,17.12696,0.000270987,STAR
120.12414799999999,1.311372513,18.683120000000002,16.80078,16.12189,15.88605,15.78726,0.000208869,STAR
120.19498700000001,1.339231727,19.13375,17.84091,17.37001,17.20419,17.1407,0.000275159,STAR
120.2980709,1.359265937,19.41101,17.17151,16.17792,15.78271,15.515020000000002,0.000391232,STAR
120.5478185,1.281227451,19.17278,17.304389999999998,16.63581,16.435979999999997,16.35109,-6.64e-05,STAR
244.5764969,-1.255263413,19.29697,18.08211,17.20792,16.743470000000002,16.437620000000003,0.12720510000000002,GALAXY
243.907446,0.00239456,18.719620000000003,17.453110000000002,16.88231,16.54723,16.2756,0.06540032,GALAXY
244.10233219999998,0.002619598,19.35342,18.11187,17.45305,17.10616,16.88711,0.07115377,GALAXY
174.16448830000002,-0.956707465,19.57255,18.59834,18.479110000000002,18.45792,18.604589999999998,0.001135097,STAR
239.3606352,-0.9166897270000001,19.238789999999998,17.49932,16.53521,16.092229999999997,15.76121,0.03969949,GALAXY
239.40207,-0.9758787520000001,18.674220000000002,17.42511,16.89116,16.67803,16.57392,-0.000143192,STAR
243.56752400000002,-0.880445873,18.83577,17.25845,16.545560000000002,16.134339999999998,15.83491,0.07050942,GALAXY
243.7088761,-0.9156529609999999,17.61482,15.69639,14.77024,14.318760000000001,13.953529999999999,0.0307668,GALAXY
244.1624119,-0.889893127,18.994120000000002,17.90879,17.464660000000002,17.28111,17.20599,-0.000178635,STAR
244.5126642,-0.934182657,19.14963,18.00378,17.4657,17.1376,16.90036,0.04402394,GALAXY
244.81394480000003,-0.937774714,18.7809,19.0767,19.45117,19.74457,20.02123,0.000609734,STAR
245.4938873,-0.903742395,17.33854,16.272370000000002,15.90035,15.75182,15.696670000000001,-0.000872277,STAR
245.35937149999998,-0.9053928859999999,19.382189999999998,18.20107,17.8056,17.4992,17.411720000000003,0.06565089,GALAXY
245.41765930000003,-0.855605136,19.2266,17.27751,16.39126,15.95711,15.61498,0.04565,GALAXY
245.4760412,-0.85992427,19.41398,17.290779999999998,16.337020000000003,15.87626,15.48284,0.04462435,GALAXY
245.53882430000002,-0.8725552320000001,19.19971,17.22391,16.29199,15.85335,15.483670000000002,0.04954444,GALAXY
205.0729646,-0.6826117009999999,18.94325,17.02095,16.06735,15.633870000000002,15.28098,0.08937013,GALAXY
205.6135979,-0.65715286,18.888379999999998,17.88406,17.42734,17.12453,16.98339,0.08640119,GALAXY
205.6955733,-0.694928963,19.3652,18.1399,17.65534,17.4715,17.37664,6.53e-05,STAR
205.6503963,-0.628361675,19.46207,17.81834,17.01301,16.617,16.319020000000002,0.07104074,GALAXY
205.74201409999998,-0.7654207559999999,18.34066,16.5023,15.64826,15.26125,14.956270000000002,0.07053274,GALAXY
205.760907,-0.742003104,18.86362,17.87739,17.46657,17.17367,17.04404,0.06982873,GALAXY
205.8072795,-0.786819198,17.7933,16.90408,16.6164,16.30378,16.30438,0.08875664,GALAXY
205.91698730000002,-0.8335010270000001,19.141579999999998,17.99588,17.53081,17.2301,17.13721,0.1066131,GALAXY
206.0447121,-0.761242085,19.172629999999998,18.060679999999998,17.6305,17.332720000000002,17.2204,0.08685333,GALAXY
206.1416484,-0.6787276729999999,18.57808,17.38363,17.39016,17.42856,17.489060000000002,0.0007843980000000001,STAR
206.3704304,-0.79829575,19.152420000000003,17.42991,16.57173,16.159329999999997,15.854339999999999,0.08845632,GALAXY
206.3741669,-0.7816732479999999,18.281010000000002,17.18856,16.70175,16.33173,16.14626,0.08813617,GALAXY
206.52457980000003,-0.6988956620000001,19.18844,18.757920000000002,18.86976,19.021079999999998,19.25434,5.59e-05,STAR
206.5766774,-0.8015861790000001,19.14205,17.96772,17.453210000000002,17.09447,16.881610000000002,0.08856599999999999,GALAXY
206.6330657,-0.724304266,18.92986,17.92031,17.41597,17.12756,17.03521,0.1484416,GALAXY
206.79808559999998,-0.7701831290000001,18.6924,17.7664,17.48753,17.38595,17.35225,0.00022482400000000001,STAR
206.8064741,-0.6712874870000001,18.3738,16.84218,16.10014,15.714129999999999,15.417929999999998,0.04749686,GALAXY
207.1038115,-0.816326578,19.03027,17.92062,17.545370000000002,17.40652,17.39518,-1.12e-05,STAR
207.0943716,-0.766966437,17.92943,16.42391,15.792489999999999,15.470629999999998,15.23182,0.02614107,GALAXY
207.1466367,-0.672593158,17.619,16.613429999999997,16.47639,16.426379999999998,16.438670000000002,0.000308748,STAR
